"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"1.2.0.96",80,"1.1.75.93",1311,61,87173,58,86963,3,210,0.035554,0.128434,5416821.090988368,13080.64842642914
"1.2.0.118",80,"1.1.75.107",47417,5,6142,4,6072,1,70,0.159733,0.00019299999999999873,0,0
"1.2.0.127",80,"1.1.248.252",47421,34,47635,32,47495,2,140,0.134324,0.0008680000000000077,0,0
"1.2.0.128",80,"1.1.255.178",1342,34,47635,32,47495,2,140,0.152273,0.0007100000000000162,0,0
"1.2.0.129",80,"1.1.248.115",1351,34,47635,32,47495,2,140,0.089214,0.000793000000000002,0,0
"1.2.0.135",80,"1.1.74.152",47427,34,47635,32,47495,2,140,0.160822,0.0004679999999999962,0,0
"1.2.0.150",80,"1.1.75.127",1362,34,47635,32,47495,2,140,0.101787,0.0012559999999999932,0,0
"1.2.0.190",80,"1.1.74.31",1414,33,48646,32,48576,1,70,0.141229,0.0007900000000000129,0,0
"1.2.0.194",80,"1.1.76.124",47485,34,47635,32,47495,2,140,0.033229,0.0008429999999999965,0,0
"1.2.0.212",80,"1.1.74.123",47510,34,47635,32,47495,2,140,0.029267,0.0006249999999999971,0,0
"1.2.0.223",80,"1.1.73.108",1444,34,47635,32,47495,2,140,0.017074,0.0009080000000000026,0,0
"1.2.0.251",80,"1.1.254.68",1464,15,21322,14,21252,1,70,0.093328,0.0005959999999999993,0,0
"1.2.1.1",80,"1.1.249.83",1469,5,6142,4,6072,1,70,0.018731,0.00020199999999999732,0,0
"1.2.1.2",80,"1.1.253.34",1467,33,48646,32,48576,1,70,0.032061,0.0009400000000000033,0,0
"1.2.1.25",80,"1.1.73.129",47573,34,47635,32,47495,2,140,0.054828,0.0010399999999999993,0,0
"1.2.1.28",80,"1.1.78.53",1500,34,47635,32,47495,2,140,0.045819,0.0003990000000000035,0,0
"1.2.1.28",80,"1.1.255.155",1506,20,26383,18,26243,2,140,0.116373,0.0005990000000000023,0,0
"1.2.1.34",80,"1.1.248.239",1506,34,47635,32,47495,2,140,0.147823,0.0011400000000000021,0,0
"1.2.1.43",80,"1.1.240.174",1509,33,48646,32,48576,1,70,0.003822,0.0004959999999999999,0,0
"1.2.1.43",80,"1.1.248.55",1510,33,48646,32,48576,1,70,0.156089,0.0007570000000000077,0,0
"1.2.1.54",80,"1.1.74.162",1525,34,47635,32,47495,2,140,0.16688,0.0011559999999999904,0,0
"1.2.1.59",80,"1.1.255.235",1533,2,1588,1,1518,1,70,3e-06,2.4999999999999998e-05,0,0
"1.2.1.65",80,"1.1.74.109",1529,16,20311,14,20171,2,140,0.128678,0.00029900000000002147,0,0
"1.2.1.69",80,"1.1.69.43",47618,34,47635,32,47495,2,140,0.04582,0.0009930000000000008,0,0
"1.2.1.73",80,"1.1.249.84",47624,34,47635,32,47495,2,140,0.082821,0.0010339999999999933,0,0
"1.2.1.83",80,"1.1.73.154",47628,34,47635,32,47495,2,140,0.019827,0.0011070000000000003,0,0
"1.2.1.85",80,"1.1.74.38",47632,34,47635,32,47495,2,140,0.059288,0.0005690000000000001,0,0
"1.2.1.90",80,"1.1.75.243",47636,7,9178,6,9108,1,70,0.027737,0.00020999999999999838,0,0
"1.2.1.120",80,"1.1.255.156",47672,33,48646,32,48576,1,70,0.161687,0.0005610000000000059,0,0
"1.2.1.133",80,"1.1.250.12",1598,33,48646,32,48576,1,70,0.081323,0.0006349999999999967,0,0
"1.2.1.137",80,"1.1.248.25",1607,34,47635,32,47495,2,140,0.156095,0.0008139999999999814,0,0
"1.2.1.137",80,"1.1.249.220",47685,22,29419,20,29279,2,140,0.171691,0.00037599999999998746,0,0
"1.2.1.142",80,"1.1.243.73",47689,34,47635,32,47495,2,140,0.011395,0.0005859999999999997,0,0
"1.2.1.146",80,"1.1.252.247",1617,33,47565,32,47495,1,70,0.146455,0.0006710000000000049,0,0
"1.2.1.147",80,"1.1.77.66",47693,34,47635,32,47495,2,140,0.08925,0.0007150000000000073,0,0
"1.2.1.150",80,"1.1.249.74",47703,34,47635,32,47495,2,140,0.110821,0.0010679999999999995,0,0
"1.2.1.154",80,"1.1.255.110",47699,34,47635,32,47495,2,140,0.098328,0.0006290000000000046,0,0
"1.2.1.157",80,"1.1.250.42",47702,33,48646,32,48576,1,70,0.023033,0.0008859999999999979,0,0
"1.2.1.159",80,"1.1.243.122",47706,7,9178,6,9108,1,70,0.027462,0.00048000000000000126,0,0
"1.2.1.159",80,"1.1.69.79",47704,20,26383,18,26243,2,140,0.129673,0.00026099999999998347,0,0
"1.2.1.178",80,"1.1.248.4",1645,13,18286,12,18216,1,70,0.001816,0.00021700000000000018,0,0
"1.2.1.184",80,"1.1.250.133",47736,34,47635,32,47495,2,140,0.004711,0.000608,0,0
"1.2.1.185",80,"1.1.76.246",1650,7,9178,6,9108,1,70,0.036759,0.0002119999999999969,0,0
"1.2.1.197",80,"1.1.249.155",1663,34,47635,32,47495,2,140,0.104074,0.0008149999999999963,0,0
"1.2.1.216",80,"1.1.255.94",1693,27,39538,26,39468,1,70,0.087092,0.0008709999999999968,0,0
"1.2.1.217",80,"1.1.254.56",1690,33,48646,32,48576,1,70,0.061084,0.0008299999999999974,0,0
"1.2.1.217",80,"1.1.72.72",47773,19,26313,18,26243,1,70,0.164274,0.0006569999999999909,0,0
"1.2.1.222",80,"1.1.76.122",1695,25,36502,24,36432,1,70,0.122072,0.0009920000000000068,0,0
"1.2.1.229",80,"1.1.76.178",47789,3,3106,2,3036,1,70,0.063728,0.00019699999999998885,0,0
"1.2.1.235",80,"1.1.77.107",47783,34,47635,32,47495,2,140,0.147918,0.0010720000000000174,0,0
"1.2.2.26",80,"1.1.78.205",1763,33,48646,32,48576,1,70,0.055822,0.001011000000000005,0,0
"1.2.2.27",80,"1.1.254.170",47827,33,48646,32,48576,1,70,0.033381,0.0015529999999999988,0,0
"1.2.2.58",80,"1.1.249.35",47869,34,47635,32,47495,2,140,0.020365,0.0006469999999999983,0,0
"1.2.2.66",80,"1.1.253.182",1786,34,47635,32,47495,2,140,0.061379,0.0006389999999999937,0,0
"1.2.2.83",80,"1.1.76.30",1811,34,47635,32,47495,2,140,0.124828,0.0010340000000000071,0,0
"1.2.2.87",80,"1.1.241.175",47890,33,48646,32,48576,1,70,0.17096,0.0010989999999999889,0,0
"1.2.2.105",80,"1.1.248.150",47915,33,48646,32,48576,1,70,0.136177,0.0007709999999999939,0,0
"1.2.2.123",80,"1.1.75.116",1847,33,48646,32,48576,1,70,0.067382,0.0005080000000000084,0,0
"1.2.2.136",80,"1.1.250.57",1866,34,47635,32,47495,2,140,0.086906,0.0010720000000000035,0,0
"1.2.2.140",80,"1.1.73.207",47940,34,47635,32,47495,2,140,0.152814,0.0011249999999999871,0,0
"1.2.2.153",80,"1.1.73.133",47954,34,47635,32,47495,2,140,0.150677,0.0003579999999999972,0,0
"1.2.2.156",80,"1.1.75.36",47959,34,47635,32,47495,2,140,0.02183,0.001059000000000001,0,0
"1.2.2.163",80,"1.1.78.85",1887,29,42574,28,42504,1,70,0.110348,0.0006120000000000014,0,0
"1.2.2.172",80,"1.1.250.67",47976,33,48646,32,48576,1,70,0.151349,0.0006130000000000024,0,0
"1.2.2.189",80,"1.1.80.70",1919,34,47635,32,47495,2,140,0.15934,0.0006049999999999944,0,0
"1.2.2.230",80,"1.1.78.75",48034,34,47635,32,47495,2,140,0.114409,0.0006160000000000054,0,0
"1.2.2.255",80,"1.1.76.192",48056,29,42574,28,42504,1,70,0.088083,0.0009730000000000016,0,0
"1.2.3.2",80,"1.1.250.37",1982,17,24358,16,24288,1,70,0.041705,0.0002590000000000023,0,0
"1.2.3.15",80,"1.1.75.246",48073,7,9178,6,9108,1,70,0.09142,0.0005740000000000051,0,0
"1.2.3.36",80,"1.1.248.145",48097,21,29349,20,29279,1,70,0.0597,0.00031899999999999984,0,0
"1.2.3.44",80,"1.1.253.82",48100,34,47635,32,47495,2,140,0.150364,0.0006609999999999949,0,0
"1.2.3.49",80,"1.1.254.63",2037,34,47635,32,47495,2,140,0.102917,0.0004009999999999986,0,0
"1.2.3.64",80,"1.1.249.251",2043,34,47635,32,47495,2,140,0.013926,0.0010410000000000003,0,0
"1.2.3.80",80,"1.1.251.200",2057,17,23277,16,23207,1,70,0.015401,0.0005729999999999989,0,0
"1.2.3.102",80,"1.1.255.69",46111,6,5131,4,4991,2,140,0.073629,0.00033500000000000196,0,0
"1.2.3.103",80,"1.1.75.101",2079,34,47635,32,47495,2,140,0.047813,0.001007000000000001,0,0
"1.2.3.112",80,"1.1.79.245",2088,34,47635,32,47495,2,140,0.072817,0.0005479999999999929,0,0
"1.2.3.116",80,"1.1.250.112",2096,34,47635,32,47495,2,140,0.085844,0.0011380000000000001,0,0
"1.2.3.138",80,"1.1.76.57",2119,33,48646,32,48576,1,70,0.169104,0.0008979999999999821,0,0
"1.2.3.147",80,"1.1.78.115",2123,34,47635,32,47495,2,140,0.138921,0.0010529999999999984,0,0
"1.2.3.152",80,"1.1.248.214",46161,34,47635,32,47495,2,140,0.076509,0.0014040000000000025,0,0
"1.2.3.164",80,"1.1.252.236",46174,34,47635,32,47495,2,140,0.078361,0.0014429999999999998,0,0
"1.2.3.165",80,"1.1.78.182",46178,34,47635,32,47495,2,140,0.141825,0.0010719999999999896,0,0
"1.2.3.170",80,"1.1.249.249",2152,34,47635,32,47495,2,140,0.029259,0.0006899999999999996,0,0
"1.2.3.174",80,"1.1.229.76",2159,33,47565,32,47495,1,70,0.049715,0.00037099999999999633,0,0
"1.2.3.177",80,"1.1.249.37",46197,34,47635,32,47495,2,140,0.016062,0.0009450000000000014,0,0
"1.2.3.188",80,"1.1.250.91",46197,33,48646,32,48576,1,70,0.125263,0.0016569999999999918,0,0
"1.2.3.202",80,"1.1.79.17",2179,34,47635,32,47495,2,140,0.115757,0.00037900000000000433,0,0
"1.2.3.215",80,"1.1.77.25",46226,17,24358,16,24288,1,70,0.146271,0.0007139999999999924,0,0
"1.2.3.245",80,"1.1.249.254",46263,34,47635,32,47495,2,140,0.075818,0.0010610000000000064,0,0
"1.2.3.248",80,"1.1.69.246",46261,24,32455,22,32315,2,140,0.143666,0.00033500000000000196,0,0
"1.2.4.11",80,"1.1.250.31",2253,33,48646,32,48576,1,70,0.084623,0.0004919999999999924,0,0
"1.2.4.39",80,"1.1.77.182",2274,33,48646,32,48576,1,70,0.110389,0.0005399999999999988,0,0
"1.2.4.51",80,"1.1.251.159",46320,20,26383,18,26243,2,140,0.147402,0.0006049999999999944,0,0
"1.2.4.69",80,"1.1.79.174",2301,34,47635,32,47495,2,140,0.03404,0.0008869999999999989,0,0
"1.2.4.100",80,"1.1.74.242",2333,34,47635,32,47495,2,140,0.172163,0.0009079999999999921,0,0
"1.2.4.106",80,"1.1.80.52",2347,33,47565,32,47495,1,70,0.055817,0.0009779999999999997,0,0
"1.2.4.118",80,"1.1.80.221",2354,28,38527,26,38387,2,140,0.01355,0.00046600000000000114,0,0
"1.2.4.122",80,"1.1.250.255",46393,18,23347,16,23207,2,140,0.125258,0.0007250000000000034,0,0
"1.2.4.125",80,"1.1.77.51",46390,33,48646,32,48576,1,70,0.018823,0.001169,0,0
"1.2.4.142",80,"1.1.250.65",2382,34,47635,32,47495,2,140,0.104818,0.0011099999999999999,0,0
"1.2.4.156",80,"1.1.249.75",46420,33,47565,32,47495,1,70,0.028184,0.0008610000000000007,0,0
"1.2.4.166",80,"1.1.248.233",46438,33,48646,32,48576,1,70,0.048821,0.0010719999999999966,0,0
"1.2.4.169",80,"1.1.254.166",46433,34,47635,32,47495,2,140,0.163665,0.0003479999999999872,0,0
"1.2.4.176",80,"1.1.254.176",46440,34,47635,32,47495,2,140,0.004422,0.0008980000000000004,0,0
"1.2.4.181",80,"1.1.77.191",2419,34,47635,32,47495,2,140,0.005818,0.0011549999999999998,0,0
"1.2.4.200",80,"1.1.228.29",46469,34,47635,32,47495,2,140,0.005811,0.0011519999999999994,0,0
"1.2.4.203",80,"1.1.250.164",46490,34,47635,32,47495,2,140,0.047806,0.0010760000000000006,0,0
"1.2.4.213",80,"1.1.250.7",46477,34,47635,32,47495,2,140,0.163887,0.0010749999999999926,0,0
"1.2.4.215",80,"1.1.81.97",46483,34,47635,32,47495,2,140,0.096398,0.0006960000000000022,0,0
"1.2.4.239",80,"1.1.79.138",46505,33,48646,32,48576,1,70,0.062417,0.0006400000000000017,0,0
"1.2.4.240",80,"1.1.251.176",46506,33,48646,32,48576,1,70,0.034578,0.0003809999999999994,0,0
"1.2.5.60",80,"1.1.254.121",46586,33,48646,32,48576,1,70,0.077216,0.0008839999999999959,0,0
"1.2.5.61",80,"1.1.228.95",46585,33,48646,32,48576,1,70,0.151817,0.0010619999999999796,0,0
"1.2.5.77",80,"1.1.230.91",46603,15,21322,14,21252,1,70,0.168265,0.0007169999999999954,0,0
"1.2.5.87",80,"1.1.73.176",46607,22,29419,20,29279,2,140,0.172162,0.0007709999999999939,0,0
"1.2.5.92",80,"1.1.77.6",2587,34,47635,32,47495,2,140,0.04882,0.0010699999999999946,0,0
"1.2.5.115",80,"1.1.250.165",46642,34,47635,32,47495,2,140,0.153423,0.0005080000000000084,0,0
"1.2.5.126",80,"1.1.228.191",2621,34,47635,32,47495,2,140,0.017824,0.0005539999999999989,0,0
"1.2.5.158",80,"1.1.75.187",46680,34,47635,32,47495,2,140,0.082824,0.00113400000000001,0,0
"1.2.5.168",80,"1.1.228.36",46688,34,47635,32,47495,2,140,0.116164,0.000792000000000001,0,0
"1.2.5.184",80,"1.1.78.172",2677,34,47635,32,47495,2,140,0.115326,0.000687000000000007,0,0
"1.2.5.187",80,"1.1.255.191",46707,34,47635,32,47495,2,140,0.091741,0.0012100000000000027,0,0
"1.2.5.188",80,"1.1.250.153",46713,25,36502,24,36432,1,70,0.173362,0.0005520000000000247,0,0
"1.2.5.250",80,"1.1.231.80",46773,17,24358,16,24288,1,70,0.051705,0.00025999999999999635,0,0
"1.2.6.7",80,"1.1.77.13",2758,7,9178,6,9108,1,70,0.14473,0.00028800000000001047,0,0
"1.2.6.49",80,"1.1.81.52",2794,13,18286,12,18216,1,70,0.013544,0.00042000000000000023,0,0
"1.2.6.78",80,"1.1.78.180",2824,60,47640,30,45540,30,2100,0.11035,0.0008399999999999935,0,0
"1.2.6.100",80,"1.1.250.133",2848,22,29419,20,29279,2,140,0.021338,0.0006870000000000001,0,0
"1.2.6.109",80,"1.1.73.147",46893,33,47565,32,47495,1,70,0.087419,0.0005910000000000082,0,0
"1.2.6.126",80,"1.1.229.116",2872,34,47635,32,47495,2,140,0.043078,0.0008799999999999988,0,0
"1.2.6.162",80,"1.1.81.91",46941,34,47635,32,47495,2,140,0.059283,0.000673,0,0
"1.2.6.170",80,"1.1.82.16",46961,33,48646,32,48576,1,70,0.022953,0.0009549999999999975,0,0
"1.2.6.180",80,"1.1.250.7",2934,21,30430,20,30360,1,70,0.069227,0.0007670000000000038,0,0
"1.2.6.184",80,"1.1.250.20",46962,25,36502,24,36432,1,70,0.122391,0.0005489999999999939,0,0
"1.2.6.204",80,"1.1.78.37",2950,33,48646,32,48576,1,70,0.154817,0.0011579999999999924,0,0
"1.2.6.244",80,"1.1.228.209",47033,33,48646,32,48576,1,70,0.078044,0.0009539999999999965,0,0
"1.2.7.6",80,"1.1.80.98",3012,11,15250,10,15180,1,70,0.127496,0.0005700000000000149,0,0
"1.2.7.16",80,"1.1.77.5",47065,34,47635,32,47495,2,140,0.084111,0.0008659999999999918,0,0
"1.2.7.22",80,"1.1.250.246",3039,34,47635,32,47495,2,140,0.091344,0.0006099999999999994,0,0
"1.2.7.33",80,"1.1.251.35",3033,33,47565,32,47495,1,70,0.078593,0.0014070000000000055,0,0
"1.2.7.40",80,"1.1.248.178",3057,33,47565,32,47495,1,70,0.01802,0.000899999999999998,0,0
"1.2.7.41",80,"1.1.230.58",3047,34,47635,32,47495,2,140,0.059367,0.0006489999999999968,0,0
"1.2.7.48",80,"1.1.250.184",47084,34,47635,32,47495,2,140,0.05598,0.0009230000000000002,0,0
"1.2.7.52",80,"1.1.79.44",3074,33,48646,32,48576,1,70,0.093813,0.0011530000000000012,0,0
"1.2.7.61",80,"1.1.76.74",47096,30,41563,28,41423,2,140,0.088451,0.0005990000000000023,0,0
"1.2.7.111",80,"1.1.229.37",49191,34,47635,32,47495,2,140,0.074827,0.0010159999999999891,0,0
"1.2.7.117",80,"1.1.248.235",3124,33,48646,32,48576,1,70,0.023382,0.0005779999999999987,0,0
"1.2.7.135",80,"1.1.255.244",3142,33,48646,32,48576,1,70,0.017075,0.000841999999999999,0,0
"1.2.7.139",80,"1.1.77.219",49223,34,47635,32,47495,2,140,0.157316,0.0006999999999999784,0,0
"1.2.7.168",80,"1.1.77.69",3177,34,47635,32,47495,2,140,0.154423,0.0005999999999999894,0,0
"1.2.7.171",80,"1.1.83.65",49253,34,47635,32,47495,2,140,0.007456,0.0005480000000000007,0,0
"1.2.7.201",80,"1.1.231.13",49283,33,48646,32,48576,1,70,0.004372,0.0005939999999999999,0,0
"1.2.7.219",80,"1.1.248.239",49308,33,48646,32,48576,1,70,0.148815,0.0011710000000000054,0,0
"1.2.7.245",80,"1.1.230.43",3247,34,47635,32,47495,2,140,0.014819,0.0011680000000000006,0,0
"1.2.7.245",80,"1.1.230.1",3249,21,30430,20,30360,1,70,0.126404,0.0005980000000000152,0,0
"1.2.8.0",80,"1.1.231.71",49339,34,47635,32,47495,2,140,0.055309,0.0007130000000000053,0,0
"1.2.8.3",80,"1.1.82.121",3263,17,24358,16,24288,1,70,0.089638,0.00034100000000000796,0,0
"1.2.8.13",80,"1.1.231.240",49353,34,47635,32,47495,2,140,0.033816,0.0011470000000000022,0,0
"1.2.8.13",80,"1.1.81.94",49356,34,47635,32,47495,2,140,0.140001,0.0009370000000000211,0,0
"1.2.8.23",80,"1.1.79.202",3282,34,47635,32,47495,2,140,0.125364,0.0015419999999999878,0,0
"1.2.8.33",80,"1.1.231.255",3290,34,47635,32,47495,2,140,0.034883,0.001007000000000001,0,0
"1.2.8.34",80,"1.1.81.223",3293,33,48646,32,48576,1,70,0.032573,0.0005280000000000007,0,0
"1.2.8.97",80,"1.1.81.143",49433,25,36502,24,36432,1,70,0.079473,0.0006349999999999967,0,0
"1.2.8.101",80,"1.1.231.69",3370,5,6142,4,6072,1,70,0.038756,0.00018800000000000067,0,0
"1.2.8.101",80,"1.1.81.147",3357,33,48646,32,48576,1,70,0.096814,0.0011580000000000062,0,0
"1.2.8.113",80,"1.1.84.94",3377,33,48646,32,48576,1,70,0.121824,0.0012139999999999929,0,0
"1.2.8.197",80,"1.1.78.255",3461,34,47635,32,47495,2,140,0.05132,0.0007730000000000029,0,0
"1.2.8.200",80,"1.1.84.232",49542,34,47635,32,47495,2,140,0.102892,0.001016000000000003,0,0
"1.2.8.209",80,"1.1.83.151",3470,31,45610,30,45540,1,70,0.054316,0.0005449999999999969,0,0
"1.2.8.226",80,"1.1.82.217",49565,34,47635,32,47495,2,140,0.092857,0.0010740000000000055,0,0
"1.2.8.228",80,"1.1.224.246",49564,32,44599,30,44459,2,140,0.02836,0.0005690000000000001,0,0
"1.2.8.234",80,"1.1.84.81",3508,34,47635,32,47495,2,140,0.146192,0.0007489999999999997,0,0
"1.2.8.236",80,"1.1.84.226",49578,33,48646,32,48576,1,70,0.061815,0.0011419999999999972,0,0
"1.2.8.253",80,"1.1.84.239",49592,33,48646,32,48576,1,70,0.113819,0.0011089999999999989,0,0
"1.2.9.20",80,"1.1.84.113",49615,22,29419,20,29279,2,140,0.021181,0.0008100000000000017,0,0
"1.2.9.29",80,"1.1.84.18",49624,23,33466,22,33396,1,70,0.097152,0.0008360000000000034,0,0
"1.2.9.30",80,"1.1.230.174",3552,33,48646,32,48576,1,70,0.065091,0.0009289999999999993,0,0
"1.2.9.33",80,"1.1.229.143",3546,34,47635,32,47495,2,140,0.130577,0.00039900000000001046,0,0
"1.2.9.53",80,"1.1.231.251",3566,34,47635,32,47495,2,140,0.085523,0.00044800000000000395,0,0
"1.2.9.56",80,"1.1.231.82",49658,33,48646,32,48576,1,70,0.051314,0.0007190000000000044,0,0
"1.2.9.66",80,"1.1.84.84",3585,34,47635,32,47495,2,140,0.086278,0.0007580000000000087,0,0
"1.2.9.78",80,"1.1.84.227",49673,33,48646,32,48576,1,70,0.047802,0.0010630000000000014,0,0
"1.2.9.100",80,"1.1.87.249",49694,34,47635,32,47495,2,140,0.091346,0.0006909999999999972,0,0
"1.2.9.110",80,"1.1.228.80",3639,33,48646,32,48576,1,70,0.083251,0.0008619999999999878,0,0
"1.2.9.112",80,"1.1.250.187",3636,33,48646,32,48576,1,70,0.093295,0.0006289999999999907,0,0
"1.2.9.130",80,"1.1.82.225",3647,34,47635,32,47495,2,140,0.017081,0.0009070000000000016,0,0
"1.2.9.141",80,"1.1.79.165",3655,33,48646,32,48576,1,70,0.156826,0.0011520000000000141,0,0
"1.2.9.148",80,"1.1.231.255",3662,7,9178,6,9108,1,70,0.053725,0.0002669999999999964,0,0
"1.2.9.187",80,"1.1.77.28",3702,34,47635,32,47495,2,140,0.131209,0.0008740000000000137,0,0
"1.2.9.244",80,"1.1.83.35",49839,34,47635,32,47495,2,140,0.110393,0.0005869999999999903,0,0
"1.2.9.251",80,"1.1.224.163",3772,33,48646,32,48576,1,70,0.008111,0.0008889999999999992,0,0
"1.2.10.11",80,"1.1.86.136",3788,34,47635,32,47495,2,140,0.10868,0.00031399999999999484,0,0
"1.2.10.27",80,"1.1.230.23",3802,17,24358,16,24288,1,70,0.154438,0.0005789999999999962,0,0
"1.2.10.36",80,"1.1.85.133",49892,26,35491,24,35351,2,140,0.090147,0.000792000000000001,0,0
"1.2.10.61",80,"1.1.226.154",3834,34,47635,32,47495,2,140,0.110366,0.0006049999999999944,0,0
"1.2.10.92",80,"1.1.229.43",49940,34,47635,32,47495,2,140,0.116814,0.0010629999999999945,0,0
"1.2.10.125",80,"1.1.229.229",3893,25,36502,24,36432,1,70,0.122401,0.0005430000000000018,0,0
"1.2.10.165",80,"1.1.226.138",3941,33,48646,32,48576,1,70,0.063822,0.0010710000000000025,0,0
"1.2.10.188",80,"1.1.81.123",3957,34,47635,32,47495,2,140,0.092315,0.0008070000000000022,0,0
"1.2.10.210",80,"1.1.85.231",3988,33,48646,32,48576,1,70,0.06583,0.001232999999999998,0,0
"1.2.11.8",80,"1.1.87.163",50114,34,47635,32,47495,2,140,0.11182,0.0004829999999999973,0,0
"1.2.11.28",80,"1.1.224.174",50146,17,24358,16,24288,1,70,0.131656,0.00034300000000000996,0,0
"1.2.11.41",80,"1.1.88.42",50148,20,26383,18,26243,2,140,0.105198,0.0007390000000000035,0,0
"1.2.11.58",80,"1.1.81.123",50168,33,48646,32,48576,1,70,0.007449,0.0004400000000000003,0,0
"1.2.11.78",80,"1.1.231.222",4108,33,48646,32,48576,1,70,0.138054,0.0009149999999999991,0,0
"1.2.11.100",80,"1.1.227.228",4132,34,47635,32,47495,2,140,0.094826,0.0005630000000000079,0,0
"1.2.11.107",80,"1.1.227.147",48166,33,47565,32,47495,1,70,0.001545,0.000526,0,0
"1.2.11.118",80,"1.1.227.27",4142,9,11133,8,11063,1,70,0.031728,0.0001989999999999978,0,0
"1.2.11.134",80,"1.1.237.143",4167,34,47635,32,47495,2,140,0.080627,0.00044799999999999007,0,0
"1.2.11.169",80,"1.1.228.254",4196,34,47635,32,47495,2,140,0.15583,0.0010330000000000061,0,0
"1.2.11.170",80,"1.1.86.208",48228,34,47635,32,47495,2,140,0.027813,0.001131,0,0
"1.2.11.177",80,"1.1.226.175",48235,33,48646,32,48576,1,70,0.022546,0.0004469999999999995,0,0
"1.2.11.195",80,"1.1.87.116",48263,5,6142,4,6072,1,70,0.159735,0.00017300000000000648,0,0
"1.2.12.5",80,"1.1.87.152",4286,13,18286,12,18216,1,70,0.04382,0.00028200000000000447,0,0
"1.2.12.20",80,"1.1.86.200",48338,34,47635,32,47495,2,140,0.143827,0.0005059999999999787,0,0
"1.2.12.31",80,"1.1.82.212",4315,34,47635,32,47495,2,140,0.096828,0.001124,0,0
"1.2.12.36",80,"1.1.84.235",4317,34,47635,32,47495,2,140,0.000823,0.0005740000000000001,0,0
"1.2.12.64",80,"1.1.84.76",4350,33,48646,32,48576,1,70,0.085012,0.0009619999999999906,0,0
"1.2.12.76",80,"1.1.87.247",48390,33,48646,32,48576,1,70,0.137624,0.0004320000000000157,0,0
"1.2.12.103",80,"1.1.83.40",4399,17,24358,16,24288,1,70,0.041672,0.00029499999999999665,0,0
"1.2.12.111",80,"1.1.228.36",4397,34,47635,32,47495,2,140,0.132078,0.0009520000000000084,0,0
"1.2.12.111",80,"1.1.82.132",48426,5,6142,4,6072,1,70,0.151757,0.00023899999999998922,0,0
